iter	Passed	Remaining
420	2324	3196
421	2329	3190
422	2336	3186
423	2343	3183
424	2349	3178
425	2360	3180
426	2367	3176
427	2375	3175
428	2380	3168
429	2385	3161
430	2391	3157
431	2396	3150
432	2400	3143
433	2407	3139
434	2411	3132
435	2415	3124
436	2421	3119
437	2425	3112
438	2429	3105
439	2433	3097
440	2440	3093
441	2444	3086
442	2449	3079
443	2455	3075
444	2460	3068
445	2464	3061
446	2470	3056
447	2475	3049
448	2479	3042
449	2483	3035
450	2489	3030
451	2494	3024
452	2498	3017
453	2505	3013
454	2510	3006
455	2514	2999
456	2520	2994
457	2525	2988
458	2529	2981
459	2536	2977
460	2540	2970
461	2545	2964
462	2551	2959
463	2555	2952
464	2559	2945
465	2567	2942
466	2573	2936
467	2590	2944
468	2600	2944
469	2616	2951
470	2627	2951
471	2642	2955
472	2657	2960
473	2676	2969
474	2684	2967
475	2716	2990
476	2736	3000
477	2748	3001
478	2755	2997
479	2768	2999
480	2776	2996
481	2789	2998
482	2801	2998
483	2815	3001
484	2829	3004
485	2837	3001
486	2848	3000
487	2857	2997
488	2870	2999
489	2886	3004
490	2907	3014
491	2915	3010
492	2920	3003
493	2924	2995
494	2931	2990
495	2937	2984
496	2944	2979
497	2949	2973
498	2955	2966
499	2962	2962
500	2968	2956
501	2977	2953
502	2982	2946
503	2986	2939
504	2993	2934
505	2999	2928
506	3005	2922
507	3014	2919
508	3020	2913
509	3028	2909
510	3034	2903
511	3043	2900
512	3050	2895
513	3057	2891
514	3063	2885
515	3070	2879
516	3078	2875
517	3086	2871
518	3094	2867
519	3102	2863
520	3109	2858
521	3114	2851
522	3120	2845
523	3127	2840
524	3134	2835
525	3141	2830
526	3146	2824
527	3152	2818
528	3159	2813
529	3165	2807
530	3172	2802
531	3179	2797
532	3185	2790
533	3194	2788
534	3202	2783
535	3211	2779
536	3217	2773
537	3226	2770
538	3231	2764
539	3238	2759
540	3244	2752
541	3255	2750
542	3262	2745
543	3267	2739
544	3282	2740
545	3291	2736
546	3296	2730
547	3303	2724
548	3307	2716
549	3312	2710
550	3316	2702
551	3323	2696
552	3327	2689
553	3332	2682
554	3338	2677
555	3343	2670
556	3352	2666
557	3358	2660
558	3363	2653
559	3372	2649
560	3376	2642
561	3382	2635
562	3387	2629
563	3392	2622
564	3400	2617
565	3404	2610
566	3408	2602
567	3412	2595
568	3418	2589
569	3423	2582
570	3427	2575
571	3437	2571
572	3441	2564
573	3446	2557
574	3451	2551
575	3456	2544
576	3460	2536
577	3466	2531
578	3471	2524
579	3475	2516
580	3481	2511
581	3486	2503
582	3490	2496
583	3494	2489
584	3500	2483
585	3504	2476
586	3508	2468
587	3515	2463
588	3519	2456
589	3524	2449
590	3530	2443
591	3534	2436
592	3539	2429
593	3545	2423
594	3549	2415
595	3553	2409
596	3558	2402
597	3564	2396
598	3568	2388
599	3573	2382
600	3580	2376
601	3584	2369
602	3588	2362
603	3594	2356
604	3599	2349
605	3603	2343
606	3609	2337
607	3614	2330
608	3618	2323
609	3623	2316
610	3629	2310
611	3633	2303
612	3637	2296
613	3645	2291
614	3651	2285
615	3659	2281
616	3665	2275
617	3671	2269
618	3679	2264
619	3685	2258
620	3692	2253
621	3698	2247
622	3703	2241
623	3711	2236
624	3717	2230
625	3726	2226
626	3731	2219
627	3736	2213
628	3744	2208
629	3750	2202
630	3758	2198
631	3764	2191
632	3769	2185
633	3777	2180
634	3783	2174
635	3790	2169
636	3795	2162
637	3802	2157
638	3811	2153
639	3820	2148
640	3826	2143
641	3830	2136
642	3836	2130
643	3841	2123
644	3846	2116
645	3853	2111
646	3860	2106
647	3865	2099
648	3874	2095
649	3880	2089
650	3889	2084
651	3895	2079
652	3904	2075
653	3910	2068
654	3919	2064
655	3924	2058
656	3930	2051
657	3938	2046
658	3943	2040
659	3948	2033
660	3954	2027
661	3959	2021
662	3967	2016
663	3973	2010
664	3982	2006
665	3988	2000
666	3994	1994
667	4001	1988
668	4007	1982
669	4016	1978
670	4021	1971
671	4029	1966
672	4034	1960
673	4039	1953
674	4047	1948
675	4052	1942
676	4059	1936
677	4064	1930
678	4069	1923
679	4073	1916
680	4079	1910
681	4083	1904
682	4089	1897
683	4095	1892
684	4100	1885
685	4105	1879
686	4112	1873
687	4117	1867
688	4121	1860
689	4127	1854
690	4131	1847
691	4136	1840
692	4142	1835
693	4146	1828
694	4150	1821
695	4154	1814
696	4160	1808
697	4165	1802
698	4169	1795
699	4175	1789
700	4180	1782
701	4184	1776
702	4192	1771
703	4198	1765
704	4205	1759
705	4211	1753
706	4223	1750
707	4234	1746
708	4246	1742
709	4258	1739
710	4265	1733
711	4273	1728
712	4278	1722
713	4284	1716
714	4291	1710
715	4297	1704
716	4305	1699
717	4311	1693
718	4316	1687
719	4324	1681
720	4329	1675
721	4335	1669
722	4341	1663
723	4345	1656
724	4349	1649
725	4354	1643
726	4359	1636
727	4363	1630
728	4369	1624
729	4373	1617
730	4377	1610
731	4383	1605
732	4388	1598
733	4392	1591
734	4398	1585
735	4403	1579
736	4408	1573
737	4412	1566
738	4419	1560
739	4423	1554
740	4428	1547
741	4436	1542
742	4440	1535
743	4444	1529
744	4450	1523
745	4455	1516
746	4459	1510
747	4465	1504
748	4469	1497
749	4473	1491
750	4478	1484
751	4484	1478
752	4488	1472
753	4492	1465
754	4499	1460
755	4503	1453
756	4508	1447
757	4513	1441
758	4518	1434
759	4523	1428
760	4531	1423
761	4537	1417
762	4555	1414
763	4580	1414
764	4586	1408
765	4592	1402
766	4603	1398
767	4608	1392
768	4615	1386
769	4620	1380
770	4626	1374
771	4631	1367
772	4636	1361
773	4643	1355
774	4648	1349
775	4652	1343
776	4657	1336
777	4663	1330
778	4668	1324
779	4672	1317
780	4679	1312
781	4684	1306
782	4689	1299
783	4698	1294
784	4703	1288
785	4711	1282
786	4715	1276
787	4721	1270
788	4727	1264
789	4732	1258
790	4737	1251
791	4744	1245
792	4749	1239
793	4753	1233
794	4760	1227
795	4764	1221
796	4769	1214
797	4776	1208
798	4780	1202
799	4785	1196
800	4792	1190
801	4796	1184
802	4802	1178
803	4809	1172
804	4816	1166
805	4824	1161
806	4830	1155
807	4835	1148
808	4841	1143
809	4846	1136
810	4851	1130
811	4858	1124
812	4862	1118
813	4867	1112
814	4873	1106
815	4878	1100
816	4883	1093
817	4889	1087
818	4894	1081
819	4898	1075
820	4906	1069
821	4912	1063
822	4918	1057
823	4923	1051
824	4928	1045
825	4932	1039
826	4940	1033
827	4944	1027
828	4949	1020
829	4955	1015
830	4960	1008
831	4964	1002
832	4971	996
833	4975	990
834	4980	984
835	4988	978
836	4993	972
837	4999	966
838	5004	960
839	5008	954
840	5013	947
841	5020	942
842	5025	935
843	5029	929
844	5036	923
845	5040	917
846	5045	911
847	5051	905
848	5056	899
849	5061	893
850	5068	887
851	5073	881
852	5077	875
853	5084	869
854	5089	863
855	5094	857
856	5100	851
857	5105	844
858	5111	839
859	5116	832
860	5120	826
861	5125	820
862	5131	814
863	5136	808
864	5140	802
865	5147	796
866	5151	790
867	5155	784
868	5162	778
869	5166	772
870	5171	765
871	5176	759
872	5182	753
873	5189	748
874	5198	742
875	5204	736
876	5213	731
877	5218	725
878	5227	719
879	5232	713
880	5236	707
881	5243	701
882	5247	695
883	5251	689
884	5257	683
885	5261	677
886	5266	670
887	5270	664
888	5276	658
889	5281	652
890	5285	646
891	5291	640
892	5296	634
893	5300	628
894	5306	622
895	5311	616
896	5315	610
897	5319	604
898	5326	598
899	5330	592
900	5335	586
901	5341	580
902	5345	574
903	5349	568
904	5355	562
905	5360	556
906	5364	550
907	5369	544
908	5375	538
909	5379	532
910	5383	525
911	5389	520
912	5393	513
913	5397	507
914	5403	501
915	5408	495
916	5412	489
917	5416	483
918	5423	477
919	5427	471
920	5431	465
921	5437	460
922	5442	453
923	5446	448
924	5453	442
925	5457	436
926	5461	430
927	5465	424
928	5472	418
929	5476	412
930	5480	406
931	5487	400
932	5491	394
933	5495	388
934	5502	382
935	5506	376
936	5511	370
937	5517	364
938	5522	358
939	5526	352
940	5530	346
941	5537	340
942	5541	334
943	5545	328
944	5552	323
945	5556	317
946	5560	311
947	5567	305
948	5571	299
949	5575	293
950	5581	287
951	5585	281
952	5589	275
953	5594	269
954	5601	263
955	5605	257
956	5609	252
957	5616	246
958	5620	240
959	5624	234
960	5630	228
961	5633	222
962	5638	216
963	5642	210
964	5648	204
965	5652	198
966	5656	193
967	5662	187
968	5667	181
969	5672	175
970	5676	169
971	5682	163
972	5687	157
973	5691	151
974	5697	146
975	5701	140
976	5705	134
977	5711	128
978	5716	122
979	5721	116
980	5725	110
981	5730	105
982	5735	99
983	5739	93
984	5745	87
985	5750	81
986	5754	75
987	5760	69
988	5765	64
989	5769	58
990	5776	52
991	5780	46
992	5784	40
993	5788	34
994	5795	29
995	5799	23
996	5803	17
997	5809	11
998	5814	5
999	5818	0
